,Waktu,ID,Username,Text,remove_user,remove_b,remove_http,remove_RT,teks_tokenisasi,Tweet,Label
10,5/9/2021 23:58,"1,39E+18",azinsah,b'RT @JapenKelantan: Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat@Komuniti Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',b'RT : Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',RT : Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',RT : Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',"['', 'jom', 'kita', 'bantu', 'petugas', 'barisan', 'hadapan', 'dengan', 'patuh', 'sop', 'n', 'nsepakat', 'bersama', 'frontliner', 'malaysia', 'prihatin', 'n', 'n9', '5', 'xe2', 'x80', 'xa6', '']",jom kita bantu petugas barisan hadapan dengan patuh sop n nsepakat bersama frontliner malaysia prihatin n n9 5 xe2 x80 xa6,positif
11,5/9/2021 23:58,"1,39E+18",azinsah,b'RT @JapenKelantan: Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat@Komuniti Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',b'RT : Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',RT : Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',RT : Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',Jom kita bantu petugas barisan hadapan dengan patuh SOP !\n\nSepakat Bersama Frontliner (Malaysia Prihatin)\n\n9/5/\xe2\x80\xa6',"['', 'jom', 'kita', 'bantu', 'petugas', 'barisan', 'hadapan', 'dengan', 'patuh', 'sop', 'n', 'nsepakat', 'bersama', 'frontliner', 'malaysia', 'prihatin', 'n', 'n9', '5', 'xe2', 'x80', 'xa6', '']",jom kita bantu petugas barisan hadapan dengan patuh sop n nsepakat bersama frontliner malaysia prihatin n n9 5 xe2 x80 xa6,positif
12,5/9/2021 23:58,"1,39E+18",ðŸ‡²ðŸ‡¾ Ø§Ù„Ø´Ø¹Ø¨ ÙŠØ±ÙŠØ¯ Ø¥Ø³Ù‚Ø§Ø· Ø§Ù„Ù†Ø¸Ø§Ù…â€Ž,"b""RT @aisha_adam: @nazirulbonny Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","b""RT :  Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","b""RT :  Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","b""RT :  Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","b""   Sebab tweet asal terlepas 'meraikan' 2 orang wanita yang berjalan kaki 100 km semata-mata utk vaksin. Sedangk\xe2\x80\xa6""","['b', 'sebab', 'tweet', 'asal', 'terlepas', 'meraikan', '2', 'orang', 'wanita', 'yang', 'berjalan', 'kaki', '100', 'km', 'semata', 'mata', 'utk', 'vaksin', 'sedangk', 'xe2', 'x80', 'xa6', '']",b sebab tweet asal terlepas meraikan 2 orang wanita yang berjalan kaki 100 km semata mata utk vaksin sedangk xe2 x80 xa6,positif
13,5/9/2021 23:58,"1,39E+18",Zaty,b'RT @hafsah_sazali: Harap Ustaz @AdDien90 boleh kongsi kerana ini ilmu penting.\n\nFakta:\nPeratusan keberkesanan/efficacy rate lebih rendah TI\xe2\x80\xa6',b'RT : Harap Ustaz  boleh kongsi kerana ini ilmu penting.\n\nFakta:\nPeratusan keberkesanan/efficacy rate lebih rendah TI\xe2\x80\xa6',RT : Harap Ustaz  boleh kongsi kerana ini ilmu penting.\n\nFakta:\nPeratusan keberkesanan/efficacy rate lebih rendah TI\xe2\x80\xa6',RT : Harap Ustaz  boleh kongsi kerana ini ilmu penting.\n\nFakta:\nPeratusan keberkesanan/efficacy rate lebih rendah TI\xe2\x80\xa6',Harap Ustaz  boleh kongsi kerana ini ilmu penting.\n\nFakta\nPeratusan keberkesanan/efficacy rate lebih rendah TI\xe2\x80\xa6',"['', 'harap', 'ustaz', 'boleh', 'kongsi', 'kerana', 'ini', 'ilmu', 'penting', 'n', 'nfakta', 'nperatusan', 'keberkesanan', 'efficacy', 'rate', 'lebih', 'rendah', 'ti', 'xe2', 'x80', 'xa6', '']",harap ustaz boleh kongsi kerana ini ilmu penting n nfakta nperatusan keberkesanan efficacy rate lebih rendah ti xe2 x80 xa6,positif
14,5/9/2021 23:58,"1,39E+18",Adlyna,b'RT @ahmdsykr: Tak boleh rentas negeri tapi orang yang bekerja masih boleh.\n\nTak boleh rentas daerah tapi orang yang bekerja masih boleh.\n\nV\xe2\x80\xa6',b'RT : Tak boleh rentas negeri tapi orang yang bekerja masih boleh.\n\nTak boleh rentas daerah tapi orang yang bekerja masih boleh.\n\nV\xe2\x80\xa6',RT : Tak boleh rentas negeri tapi orang yang bekerja masih boleh.\n\nTak boleh rentas daerah tapi orang yang bekerja masih boleh.\n\nV\xe2\x80\xa6',RT : Tak boleh rentas negeri tapi orang yang bekerja masih boleh.\n\nTak boleh rentas daerah tapi orang yang bekerja masih boleh.\n\nV\xe2\x80\xa6',Tak boleh rentas negeri tapi orang yang bekerja masih boleh.\n\nTak boleh rentas daerah tapi orang yang bekerja masih boleh.\n\nV\xe2\x80\xa6',"['', 'tak', 'boleh', 'rentas', 'negeri', 'tapi', 'orang', 'yang', 'bekerja', 'masih', 'boleh', 'n', 'ntak', 'boleh', 'rentas', 'daerah', 'tapi', 'orang', 'yang', 'bekerja', 'masih', 'boleh', 'n', 'nv', 'xe2', 'x80', 'xa6', '']",tak boleh rentas negeri tapi orang yang bekerja masih boleh n ntak boleh rentas daerah tapi orang yang bekerja masih boleh n nv xe2 x80 xa6,positif
15,5/9/2021 23:58,"1,39E+18",uwu,b'RT @AdDien90: Jenis-jenis vaksin dan perbezaan setiap satunya. Simpan dan sebar-sebarkan. \xe2\x9c\xa8 https://t.co/zeE1bNdDAb',b'RT : Jenis-jenis vaksin dan perbezaan setiap satunya. Simpan dan sebar-sebarkan. \xe2\x9c\xa8 https://t.co/zeE1bNdDAb',RT : Jenis-jenis vaksin dan perbezaan setiap satunya. Simpan dan sebar-sebarkan. \xe2\x9c\xa8 https://t.co/zeE1bNdDA,RT : Jenis-jenis vaksin dan perbezaan setiap satunya. Simpan dan sebar-sebarkan. \xe2\x9c\xa8,Jenis-jenis vaksin dan perbezaan setiap satunya. Simpan dan sebar-sebarkan. \xe2\x9c\xa8,"['', 'jenis', 'jenis', 'vaksin', 'dan', 'perbezaan', 'setiap', 'satunya', 'simpan', 'dan', 'sebar', 'sebarkan', 'xe2', 'x9c', 'xa8', '']",jenis jenis vaksin dan perbezaan setiap satunya simpan dan sebar sebarkan xe2 x9c xa8,positif
16,5/9/2021 23:58,"1,39E+18",Suzanne Himor,"b'RT @drpriono1: Indonesia perlu perkuat industri manufaktur vaksin, pak @jokowi . Peluang kemandirian vaksin dimungkinkan, atasi pandemi Cov\xe2\x80\xa6'","b'RT : Indonesia perlu perkuat industri manufaktur vaksin, pak  . Peluang kemandirian vaksin dimungkinkan, atasi pandemi Cov\xe2\x80\xa6'","RT : Indonesia perlu perkuat industri manufaktur vaksin, pak  . Peluang kemandirian vaksin dimungkinkan, atasi pandemi Cov\xe2\x80\xa6'","RT : Indonesia perlu perkuat industri manufaktur vaksin, pak  . Peluang kemandirian vaksin dimungkinkan, atasi pandemi Cov\xe2\x80\xa6'",Indonesia perlu perkuat industri manufaktur vaksin pak  . Peluang kemandirian vaksin dimungkinkan atasi pandemi Cov\xe2\x80\xa6',"['', 'indonesia', 'perlu', 'perkuat', 'industri', 'manufaktur', 'vaksin', 'pak', 'peluang', 'kemandirian', 'vaksin', 'dimungkinkan', 'atasi', 'pandemi', 'cov', 'xe2', 'x80', 'xa6', '']",indonesia perlu perkuat industri manufaktur vaksin pak peluang kemandirian vaksin dimungkinkan atasi pandemi cov xe2 x80 xa6,positif
17,5/9/2021 23:57,"1,39E+18",rie nak balik!,"b'RT @frnrhm: Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","b'RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'","RT : Gov patut buat iklan sebarkan dekat semua tv how vaksin works, termasuk implications, apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6'",Gov patut buat iklan sebarkan dekat semua tv how vaksin works termasuk implications apa jadi kalau tak ramai org amik vaksin.\xe2\x80\xa6',"['', 'gov', 'patut', 'buat', 'iklan', 'sebarkan', 'dekat', 'semua', 'tv', 'how', 'vaksin', 'works', 'termasuk', 'implications', 'apa', 'jadi', 'kalau', 'tak', 'ramai', 'org', 'amik', 'vaksin', 'xe2', 'x80', 'xa6', '']",gov patut buat iklan sebarkan dekat semua tv how vaksin works termasuk implications apa jadi kalau tak ramai org amik vaksin xe2 x80 xa6,positif
18,5/9/2021 23:57,"1,39E+18",eRAIN jaeger,"b'RT @fahimmaroo: Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","b'RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'",Kot ye pun nak buat iklan untuk kesedaran vaksin buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6',"['', 'kot', 'ye', 'pun', 'nak', 'buat', 'iklan', 'untuk', 'kesedaran', 'vaksin', 'buat', 'la', 'dalam', 'bahasa', 'melayu', 'letak', 'la', 'orang', 'tua', 'dalam', 'iklan', 'tu', 'ramai', 'jug', 'xe2', 'x80', 'xa6', '']",kot ye pun nak buat iklan untuk kesedaran vaksin buat la dalam bahasa melayu letak la orang tua dalam iklan tu ramai jug xe2 x80 xa6,positif
19,5/9/2021 23:57,"1,39E+18",eya,b'Harini abah pergi ambil vaksin yang pertama. Haih  pressure pula dibuatnya. Ya allah minta-minta abah tak kena effe\xe2\x80\xa6 https://t.co/wUyUwZlUOS',b'Harini abah pergi ambil vaksin yang pertama. Haih  pressure pula dibuatnya. Ya allah minta-minta abah tak kena effe\xe2\x80\xa6 https://t.co/wUyUwZlUOS',Harini abah pergi ambil vaksin yang pertama. Haih  pressure pula dibuatnya. Ya allah minta-minta abah tak kena effe\xe2\x80\xa6 https://t.co/wUyUwZlUOS',Harini abah pergi ambil vaksin yang pertama. Haih  pressure pula dibuatnya. Ya allah minta-minta abah tak kena effe\xe2\x80\xa6,Harini abah pergi ambil vaksin yang pertama. Haih  pressure pula dibuatnya. Ya allah minta-minta abah tak kena effe\xe2\x80\xa6,"['harini', 'abah', 'pergi', 'ambil', 'vaksin', 'yang', 'pertama', 'haih', 'pressure', 'pula', 'dibuatnya', 'ya', 'allah', 'minta', 'minta', 'abah', 'tak', 'kena', 'effe', 'xe2', 'x80', 'xa6', '']",harini abah pergi ambil vaksin yang pertama haih pressure pula dibuatnya ya allah minta minta abah tak kena effe xe2 x80 xa6,positif
20,5/9/2021 23:57,"1,39E+18",ð““ð“®ð“·ð“°,"b'RT @fahimmaroo: Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","b'RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'","RT : Kot ye pun nak buat iklan untuk kesedaran vaksin, buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6'",Kot ye pun nak buat iklan untuk kesedaran vaksin buat la dalam bahasa melayu. Letak la orang tua dalam iklan tu. Ramai jug\xe2\x80\xa6',"['', 'kot', 'ye', 'pun', 'nak', 'buat', 'iklan', 'untuk', 'kesedaran', 'vaksin', 'buat', 'la', 'dalam', 'bahasa', 'melayu', 'letak', 'la', 'orang', 'tua', 'dalam', 'iklan', 'tu', 'ramai', 'jug', 'xe2', 'x80', 'xa6', '']",kot ye pun nak buat iklan untuk kesedaran vaksin buat la dalam bahasa melayu letak la orang tua dalam iklan tu ramai jug xe2 x80 xa6,positif
21,5/9/2021 23:56,"1,39E+18",cenk,"b'RT @aimanzom: Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","b'RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'","RT : Gov: untuk mendaftar vaksin, sila klik\nKlatey: demo suruh kelik kito kelik'",Gov untuk mendaftar vaksin sila klik\nKlatey demo suruh kelik kito kelik',"['', 'gov', 'untuk', 'mendaftar', 'vaksin', 'sila', 'klik', 'nklatey', 'demo', 'suruh', 'kelik', 'kito', 'kelik', '']",gov untuk mendaftar vaksin sila klik nklatey demo suruh kelik kito kelik,positif
