ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh
IDN,Outer Java-Bali II,1261536,Postneonatal mortality rate,45,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_PNR,63206020,I,414023,1414230,Region,Outer Java-Bali II,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1987414023,1987,DHS,,,34,56
IDN,Java-Bali,278988,Infant mortality rate,71,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414000,1414000,Region,Java-Bali,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414000,1987,DHS,,,62,79
IDN,DKI Jakarta,3233824,Infant mortality rate,52,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414001,1414010,Region,..DKI Jakarta,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414001,1987,DHS,,,42,63
IDN,West Java,1269468,Infant mortality rate,96,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414002,1414020,Region,..West Java,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414002,1987,DHS,,,79,113
IDN,Central Java,278971,Infant mortality rate,47,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414003,1414030,Region,..Central Java,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414003,1987,DHS,,,32,61
IDN,DI Yogyakarta,280913,Infant mortality rate,37,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414004,1414040,Region,..DI Yogyakarta,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414004,1987,DHS,,,25,48
IDN,East Java,1253369,Infant mortality rate,73,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414005,1414050,Region,..East Java,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414005,1987,DHS,,,58,89
IDN,Bali,1264663,Infant mortality rate,65,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414007,1414070,Region,..Bali,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414007,1987,DHS,,,44,86
IDN,Outer Java-Bali I,1299692,Infant mortality rate,81,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414008,1414080,Region,Outer Java-Bali I,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414008,1987,DHS,,,63,99
IDN,Outer Java-Bali II,280974,Infant mortality rate,71,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_IMR,63206030,I,414023,1414230,Region,Outer Java-Bali II,14003,Ten years preceding the survey,0,1,CMECMRCIMR,IDDHS1987414023,1987,DHS,,,58,84
IDN,Java-Bali,280933,Child mortality rate,37,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414000,1414000,Region,Java-Bali,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414000,1987,DHS,,,31,42
IDN,DKI Jakarta,3235852,Child mortality rate,27,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414001,1414010,Region,..DKI Jakarta,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414001,1987,DHS,,,19,35
IDN,West Java,1260487,Child mortality rate,52,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414002,1414020,Region,..West Java,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414002,1987,DHS,,,39,64
IDN,Central Java,280852,Child mortality rate,35,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414003,1414030,Region,..Central Java,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414003,1987,DHS,,,25,44
IDN,DI Yogyakarta,274681,Child mortality rate,19,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414004,1414040,Region,..DI Yogyakarta,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414004,1987,DHS,,,11,27
IDN,East Java,1287899,Child mortality rate,27,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414005,1414050,Region,..East Java,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414005,1987,DHS,,,19,35
IDN,Bali,274682,Child mortality rate,16,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414007,1414070,Region,..Bali,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414007,1987,DHS,,,10,22
IDN,Outer Java-Bali I,276598,Child mortality rate,42,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414008,1414080,Region,Outer Java-Bali I,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414008,1987,DHS,,,31,53
IDN,Outer Java-Bali II,1223330,Child mortality rate,46,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_CMR,63206040,I,414023,1414230,Region,Outer Java-Bali II,14003,Ten years preceding the survey,0,1,CMECMRCCMR,IDDHS1987414023,1987,DHS,,,32,59
IDN,Java-Bali,274696,Under-five mortality rate,105,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414000,1414000,Region,Java-Bali,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414000,1987,DHS,,,93,116
IDN,DKI Jakarta,3238341,Under-five mortality rate,78,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414001,1414010,Region,..DKI Jakarta,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414001,1987,DHS,,,64,93
IDN,West Java,1264537,Under-five mortality rate,142,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414002,1414020,Region,..West Java,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414002,1987,DHS,,,120,165
IDN,Central Java,1273618,Under-five mortality rate,80,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414003,1414030,Region,..Central Java,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414003,1987,DHS,,,62,97
IDN,DI Yogyakarta,276583,Under-five mortality rate,55,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414004,1414040,Region,..DI Yogyakarta,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414004,1987,DHS,,,39,70
IDN,East Java,278973,Under-five mortality rate,98,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414005,1414050,Region,..East Java,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414005,1987,DHS,,,79,117
IDN,Bali,1294359,Under-five mortality rate,80,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414007,1414070,Region,..Bali,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414007,1987,DHS,,,58,102
IDN,Outer Java-Bali I,1235399,Under-five mortality rate,120,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414008,1414080,Region,Outer Java-Bali I,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414008,1987,DHS,,,97,143
IDN,Outer Java-Bali II,276808,Under-five mortality rate,114,0,ID,Indonesia,1987,ID1987DHS,CM_ECMR_C_U5M,63206050,I,414023,1414230,Region,Outer Java-Bali II,14003,Ten years preceding the survey,0,1,CMECMRCU5M,IDDHS1987414023,1987,DHS,,,94,134
IDN,Java-Bali,1260727,Neonatal mortality rate,37,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414000,1414000,Region,Java-Bali,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414000,1991,DHS,,,31,42
IDN,DKI Jakarta,282885,Neonatal mortality rate,26,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414001,1414010,Region,..DKI Jakarta,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414001,1991,DHS,,,17,35
IDN,West Java,1269469,Neonatal mortality rate,53,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414002,1414020,Region,..West Java,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414002,1991,DHS,,,41,65
IDN,Central Java,279525,Neonatal mortality rate,19,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414003,1414030,Region,..Central Java,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414003,1991,DHS,,,13,26
IDN,DI Yogyakarta,1238082,Neonatal mortality rate,27,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414004,1414040,Region,..DI Yogyakarta,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414004,1991,DHS,,,16,37
IDN,East Java,1249878,Neonatal mortality rate,35,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414005,1414050,Region,..East Java,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414005,1991,DHS,,,26,44
IDN,Bali,1221585,Neonatal mortality rate,27,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414007,1414070,Region,..Bali,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414007,1991,DHS,,,18,36
IDN,Outer Java-Bali I,282805,Neonatal mortality rate,33,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414008,1414080,Region,Outer Java-Bali I,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414008,1991,DHS,,,29,36
IDN,DI Aceh,1260482,Neonatal mortality rate,37,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414009,1414090,Region,..DI Aceh,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414009,1991,DHS,,,24,50
IDN,North Sumatera,281674,Neonatal mortality rate,32,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414010,1414100,Region,..North Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414010,1991,DHS,,,23,41
IDN,West Sumatera,1265020,Neonatal mortality rate,35,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414011,1414110,Region,..West Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414011,1991,DHS,,,25,46
IDN,South Sumatera,277216,Neonatal mortality rate,22,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414012,1414120,Region,..South Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414012,1991,DHS,,,15,28
IDN,Lampung,1265262,Neonatal mortality rate,30,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414014,1414140,Region,..Lampung,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414014,1991,DHS,,,19,41
IDN,West Nusa Tenggara,1254510,Neonatal mortality rate,65,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414015,1414150,Region,..West Nusa Tenggara,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414015,1991,DHS,,,51,80
IDN,West Kalimantan,279708,Neonatal mortality rate,42,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414016,1414160,Region,..West Kalimantan,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414016,1991,DHS,,,31,53
IDN,South Kalimantan,282887,Neonatal mortality rate,35,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414017,1414170,Region,..South Kalimantan,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414017,1991,DHS,,,23,46
IDN,North Sulawesi,1260729,Neonatal mortality rate,23,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414019,1414190,Region,..North Sulawesi,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414019,1991,DHS,,,12,34
IDN,South Sulawesi,1269625,Neonatal mortality rate,23,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414021,1414210,Region,..South Sulawesi,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414021,1991,DHS,,,15,31
IDN,Outer Java-Bali II,1238084,Neonatal mortality rate,23,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414023,1414230,Region,Outer Java-Bali II,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414023,1991,DHS,,,19,27
IDN,Riau,1248539,Neonatal mortality rate,27,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414024,1414240,Region,..Riau,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414024,1991,DHS,,,15,40
IDN,Jambi,1236199,Neonatal mortality rate,22,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414025,1414250,Region,..Jambi,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414025,1991,DHS,,,10,33
IDN,Bengkulu,1221587,Neonatal mortality rate,31,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414026,1414260,Region,..Bengkulu,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414026,1991,DHS,,,18,44
IDN,East Nusa Tenggara,282954,Neonatal mortality rate,20,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414027,1414270,Region,..East Nusa Tenggara,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414027,1991,DHS,,,7,33
IDN,East Timor,1255741,Neonatal mortality rate,20,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414028,1414280,Region,..East Timor,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414028,1991,DHS,,,14,26
IDN,Central Kalimantan,279878,Neonatal mortality rate,13,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414029,1414290,Region,..Central Kalimantan,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414029,1991,DHS,,,6,20
IDN,East Kalimantan (before 2017),1260373,Neonatal mortality rate,23,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414030,1414300,Region,..East Kalimantan (before 2017),14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414030,1991,DHS,,,6,40
IDN,Central Sulawesi,277422,Neonatal mortality rate,27,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414031,1414310,Region,..Central Sulawesi,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414031,1991,DHS,,,9,45
IDN,Southeast Sulawesi,1291387,Neonatal mortality rate,24,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414032,1414320,Region,..Southeast Sulawesi,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414032,1991,DHS,,,13,34
IDN,Maluku,284896,Neonatal mortality rate,14,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414034,1414340,Region,..Maluku,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414034,1991,DHS,,,8,20
IDN,Papua,281966,Neonatal mortality rate,27,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_NNR,63206010,I,414036,1414360,Region,..Papua,14003,Ten years preceding the survey,0,1,CMECMRCNNR,IDDHS1991414036,1991,DHS,,,0,55
IDN,Java-Bali,281291,Postneonatal mortality rate,42,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414000,1414000,Region,Java-Bali,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414000,1991,DHS,,,35,49
IDN,DKI Jakarta,277300,Postneonatal mortality rate,19,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414001,1414010,Region,..DKI Jakarta,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414001,1991,DHS,,,13,25
IDN,West Java,279524,Postneonatal mortality rate,64,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414002,1414020,Region,..West Java,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414002,1991,DHS,,,50,77
IDN,Central Java,1244293,Postneonatal mortality rate,30,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414003,1414030,Region,..Central Java,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414003,1991,DHS,,,21,38
IDN,DI Yogyakarta,282803,Postneonatal mortality rate,11,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414004,1414040,Region,..DI Yogyakarta,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414004,1991,DHS,,,5,17
IDN,East Java,279808,Postneonatal mortality rate,34,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414005,1414050,Region,..East Java,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414005,1991,DHS,,,22,46
IDN,Bali,282804,Postneonatal mortality rate,22,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414007,1414070,Region,..Bali,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414007,1991,DHS,,,11,33
IDN,Outer Java-Bali I,1219673,Postneonatal mortality rate,36,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414008,1414080,Region,Outer Java-Bali I,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414008,1991,DHS,,,32,40
IDN,DI Aceh,1244720,Postneonatal mortality rate,27,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414009,1414090,Region,..DI Aceh,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414009,1991,DHS,,,15,40
IDN,North Sumatera,1265261,Postneonatal mortality rate,29,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414010,1414100,Region,..North Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414010,1991,DHS,,,22,37
IDN,West Sumatera,277221,Postneonatal mortality rate,40,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414011,1414110,Region,..West Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414011,1991,DHS,,,26,53
IDN,South Sumatera,279683,Postneonatal mortality rate,26,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414012,1414120,Region,..South Sumatera,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414012,1991,DHS,,,17,35
IDN,Lampung,277251,Postneonatal mortality rate,24,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414014,1414140,Region,..Lampung,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414014,1991,DHS,,,15,32
IDN,West Nusa Tenggara,279684,Postneonatal mortality rate,71,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414015,1414150,Region,..West Nusa Tenggara,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414015,1991,DHS,,,52,90
IDN,West Kalimantan,281711,Postneonatal mortality rate,67,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414016,1414160,Region,..West Kalimantan,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414016,1991,DHS,,,48,87
IDN,South Kalimantan,1265263,Postneonatal mortality rate,35,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414017,1414170,Region,..South Kalimantan,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414017,1991,DHS,,,22,49
IDN,North Sulawesi,281710,Postneonatal mortality rate,28,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414019,1414190,Region,..North Sulawesi,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414019,1991,DHS,,,16,40
IDN,South Sulawesi,277252,Postneonatal mortality rate,35,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414021,1414210,Region,..South Sulawesi,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414021,1991,DHS,,,25,46
IDN,Outer Java-Bali II,282890,Postneonatal mortality rate,43,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414023,1414230,Region,Outer Java-Bali II,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414023,1991,DHS,,,35,51
IDN,Riau,1269470,Postneonatal mortality rate,40,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414024,1414240,Region,..Riau,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414024,1991,DHS,,,27,52
IDN,Jambi,279875,Postneonatal mortality rate,48,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414025,1414250,Region,..Jambi,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414025,1991,DHS,,,28,68
IDN,Bengkulu,283437,Postneonatal mortality rate,39,0,ID,Indonesia,1991,ID1991DHS,CM_ECMR_C_PNR,63206020,I,414026,1414260,Region,..Bengkulu,14003,Ten years preceding the survey,0,1,CMECMRCPNR,IDDHS1991414026,1991,DHS,,,26,53
